timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T17:41:01.848139,88,move_right,288.5,296.0,dx=83.0px
2026-06-12T17:41:04.550873,104,move_left,318.5,291.5,dx=-75.5px
2026-06-12T17:41:05.745724,116,move_left,276.0,288.5,dx=-42.5px
2026-06-12T17:41:08.107917,132,move_right,367.5,290.5,dx=105.5px
2026-06-12T17:41:08.871506,136,move_left,205.0,283.0,dx=-162.5px
2026-06-12T17:41:10.914259,148,move_right,292.0,293.5,dx=86.5px
2026-06-12T17:41:12.111694,156,move_right,347.0,291.0,dx=56.0px
2026-06-12T17:41:13.867188,188,move_left,178.5,280.0,dx=-179.0px
2026-06-12T17:41:18.634716,212,move_right,253.5,295.5,dx=73.0px
2026-06-12T17:41:20.572873,220,move_left,216.5,298.5,dx=-28.5px
2026-06-12T17:41:22.613910,232,move_right,359.0,295.0,dx=142.5px
2026-06-12T17:41:24.438404,252,move_left,294.0,305.5,dx=-65.0px
2026-06-12T17:41:26.156390,260,move_right,299.0,299.5,dx=87.5px
2026-06-12T17:41:28.088289,268,move_left,227.0,292.5,dx=-106.5px
2026-06-12T17:41:30.022400,276,move_right,308.5,298.0,dx=96.0px
2026-06-12T17:41:31.928871,284,move_right,350.5,293.5,dx=56.5px
2026-06-12T17:41:33.853200,292,move_left,238.0,294.0,dx=-153.5px
2026-06-12T17:41:36.708351,304,move_right,341.5,298.5,dx=98.5px
2026-06-12T17:41:37.673273,308,move_left,195.5,287.5,dx=-146.0px
2026-06-12T17:41:38.729590,320,move_right,342.5,295.0,dx=157.5px
2026-06-12T17:41:39.678730,324,move_left,182.0,285.5,dx=-160.5px
2026-06-12T17:41:51.127659,648,move_right,237.5,295.5,dx=25.0px
2026-06-12T17:41:53.664100,660,move_right,350.0,296.5,dx=57.5px
2026-06-12T17:41:54.629275,664,move_left,296.0,301.0,dx=-54.0px
2026-06-12T17:41:56.563970,672,move_left,218.5,293.5,dx=-44.0px
2026-06-12T17:42:01.033512,708,move_right,322.5,294.0,dx=139.0px
2026-06-12T17:42:09.631043,744,move_left,188.5,284.5,dx=-133.5px
