timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-02-26T22:00:17.982895,13,move_left,329.5,326.0,dx=-22.5px
2026-02-26T22:00:19.257162,17,move_right,350.5,317.0,dx=20.0px
2026-02-26T22:00:21.917990,29,blink,358.5,304.5,
2026-02-26T22:00:27.384833,46,move_left,337.5,293.5,dx=-16.5px
2026-02-26T22:00:29.244483,52,move_left,261.5,292.0,dx=-49.5px
2026-02-26T22:00:30.289187,55,move_right,223.5,291.5,dx=17.0px
2026-02-26T22:00:30.924030,57,blink,253.5,294.5,
2026-02-26T22:00:32.447147,62,move_right,293.0,287.0,dx=20.5px
2026-02-26T22:00:41.331765,96,move_left,335.5,284.0,dx=-24.5px
2026-02-26T22:00:43.438453,121,smile,109.5,279.0,
2026-02-26T22:00:43.438706,121,move_left,109.5,279.0,dx=-127.0px
2026-02-26T22:00:50.324072,223,smile,372.0,179.0,
2026-02-26T22:00:50.324268,223,move_right,372.0,179.0,dx=265.0px
2026-02-26T22:00:50.324338,223,move_up,372.0,179.0,dy=-100.5px
2026-02-26T22:00:50.633864,224,move_left,355.0,180.5,dx=-17.0px
2026-02-26T22:00:51.961737,228,move_down,343.0,208.0,dy=17.0px
2026-02-26T22:00:53.069017,244,move_right,376.5,305.0,dx=33.5px
2026-02-26T22:00:53.069211,244,move_down,376.5,305.0,dy=97.0px
2026-02-26T22:00:54.019477,258,move_right,394.0,287.5,dx=17.5px
2026-02-26T22:00:54.019675,258,move_up,394.0,287.5,dy=-17.5px
2026-02-26T22:00:55.085671,262,smile,384.0,286.0,
2026-02-26T22:00:56.179235,265,move_left,344.5,286.5,dx=-19.5px
2026-02-26T22:00:57.717594,270,move_left,279.5,287.5,dx=-31.0px
2026-02-26T22:00:59.215283,275,move_left,197.0,292.0,dx=-16.5px
2026-02-26T22:01:01.838232,301,move_left,120.0,301.0,dx=-35.0px
2026-02-26T22:01:02.554768,304,smile,129.0,296.5,
2026-02-26T22:01:05.495668,314,smile,142.5,274.5,
2026-02-26T22:01:09.076791,352,smile,102.0,272.5,
