timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-02-26T22:01:10.547937,357,move_right,140.0,262.5,dx=23.0px
2026-02-26T22:01:12.112986,362,move_right,349.5,263.5,dx=34.5px
2026-02-26T22:01:12.421454,363,smile,368.0,269.0,
2026-02-26T22:01:16.589352,400,smile,471.5,269.5,
2026-02-26T22:01:16.589838,400,move_right,471.5,269.5,dx=73.0px
2026-02-26T22:01:20.509515,413,smile,528.5,272.5,
2026-02-26T22:01:24.859057,449,smile,540.5,276.5,
2026-02-26T22:01:27.653306,486,smile,545.0,276.0,
2026-02-26T22:01:29.084770,491,move_left,514.5,268.0,dx=-19.0px
2026-02-26T22:01:30.599714,496,move_left,386.0,254.5,dx=-17.5px
2026-02-26T22:01:32.196659,501,smile,301.0,256.5,
2026-02-26T22:01:32.196927,501,move_left,301.0,256.5,dx=-15.5px
2026-02-26T22:01:34.114633,507,move_left,190.5,260.5,dx=-20.5px
2026-02-26T22:01:35.333393,511,smile,125.0,268.0,
2026-02-26T22:01:40.149863,577,smile,103.5,260.5,
2026-02-26T22:01:46.903103,628,move_right,538.5,248.0,dx=437.5px
2026-02-26T22:02:05.120970,723,move_left,450.5,239.0,dx=-63.5px
2026-02-26T22:02:05.121385,723,move_up,450.5,239.0,dy=-21.5px
2026-02-26T22:02:05.510926,727,smile,465.0,253.5,
2026-02-26T22:03:28.761339,1955,move_left,300.0,308.0,dx=-161.5px
2026-02-26T22:03:28.761751,1955,move_down,300.0,308.0,dy=58.0px
2026-02-26T22:03:32.408198,1977,move_right,323.0,303.5,dx=30.0px
2026-02-26T22:03:33.971251,1984,move_right,361.5,338.5,dx=50.0px
2026-02-26T22:03:33.971477,1984,move_down,361.5,338.5,dy=20.0px
2026-02-26T22:03:35.245070,1988,move_up,350.0,292.5,dy=-46.0px
2026-02-26T22:03:35.538044,1989,smile,350.5,273.5,
2026-02-26T22:03:39.407513,2005,smile,393.0,266.0,
2026-02-26T22:03:42.499368,2016,move_right,406.5,286.0,dx=31.0px
2026-02-26T22:03:42.979377,2021,move_right,437.0,284.0,dx=30.5px
2026-02-26T22:03:44.814073,2027,smile,420.5,279.5,
2026-02-26T22:03:47.636224,2036,move_right,396.5,264.5,dx=29.5px
2026-02-26T22:03:47.956584,2037,smile,422.5,241.0,
2026-02-26T22:03:47.956900,2037,move_up,422.5,241.0,dy=-23.5px
2026-02-26T22:03:48.577005,2039,move_left,372.0,253.0,dx=-41.5px
2026-02-26T22:03:52.094678,2049,move_right,351.5,280.5,dx=42.0px
2026-02-26T22:03:52.720585,2051,smile,358.5,284.5,
2026-02-26T22:03:54.545740,2057,blink,389.0,271.5,
2026-02-26T22:03:54.545971,2057,move_right,389.0,271.5,dx=19.0px
2026-02-26T22:03:56.904796,2067,smile,360.5,271.0,
2026-02-26T22:03:56.905023,2067,move_left,360.5,271.0,dx=-22.0px
2026-02-26T22:03:58.580235,2072,move_right,375.0,265.5,dx=33.5px
2026-02-26T22:03:58.942687,2073,move_left,342.5,271.5,dx=-32.5px
2026-02-26T22:04:00.323416,2077,smile,335.5,278.0,
2026-02-26T22:04:02.152292,2083,move_left,271.0,272.0,dx=-62.5px
2026-02-26T22:04:03.355484,2087,smile,168.5,279.0,
2026-02-26T22:04:06.414349,2097,smile,112.0,285.5,
2026-02-26T22:04:11.363111,2159,move_right,161.0,265.0,dx=49.0px
2026-02-26T22:04:11.363348,2159,move_up,161.0,265.0,dy=-20.5px
2026-02-26T22:04:12.842874,2164,move_right,218.0,264.5,dx=18.5px
2026-02-26T22:04:14.399808,2169,move_right,349.0,267.0,dx=36.0px
2026-02-26T22:04:15.998702,2174,move_right,427.0,278.5,dx=18.0px
2026-02-26T22:04:19.247675,2184,move_right,533.0,288.5,dx=16.5px
2026-02-26T22:04:23.750758,2225,move_left,508.5,286.0,dx=-16.0px
2026-02-26T22:04:28.923289,2257,move_left,306.5,253.0,dx=-188.5px
2026-02-26T22:04:28.923540,2257,move_up,306.5,253.0,dy=-25.5px
2026-02-26T22:04:30.565246,2262,move_right,338.5,260.0,dx=18.5px
2026-02-26T22:04:31.849680,2266,move_left,325.5,270.0,dx=-52.0px
2026-02-26T22:04:32.150658,2267,move_right,346.0,271.0,dx=20.5px
2026-02-26T22:04:33.892378,2272,move_right,385.5,266.0,dx=27.0px
2026-02-26T22:04:34.223614,2273,move_left,365.0,269.5,dx=-20.5px
2026-02-26T22:04:34.875639,2275,smile,402.0,262.5,
2026-02-26T22:04:35.791026,2279,move_up,409.5,238.5,dy=-28.0px
2026-02-26T22:04:36.360093,2281,move_down,416.0,254.0,dy=15.5px
2026-02-26T22:04:37.076930,2287,move_left,389.0,256.0,dx=-27.0px
2026-02-26T22:04:37.733482,2289,smile,379.0,265.0,
2026-02-26T22:04:38.688807,2292,move_left,334.5,268.5,dx=-29.0px
2026-02-26T22:04:39.338223,2294,move_right,378.5,260.0,dx=53.5px
2026-02-26T22:04:50.427526,2476,smile,387.5,300.5,
2026-02-26T22:04:50.427799,2476,move_down,387.5,300.5,dy=40.5px
2026-02-26T22:04:52.747538,2487,smile,326.5,306.0,
2026-02-26T22:04:52.747978,2487,move_left,326.5,306.0,dx=-38.5px
2026-02-26T22:04:53.894725,2497,smile,347.0,297.5,
2026-02-26T22:04:56.870372,2507,smile,338.0,293.0,
2026-02-26T22:04:59.934942,2519,smile,330.5,296.5,
2026-02-26T22:05:02.294945,2527,blink,327.0,293.5,
2026-02-26T22:05:02.893479,2529,smile,333.5,292.5,
2026-02-26T22:05:05.838378,2539,smile,330.0,296.5,
2026-02-26T22:05:07.109285,2543,move_right,337.5,296.0,dx=17.0px
2026-02-26T22:05:08.875039,2549,smile,335.0,291.5,
2026-02-26T22:05:11.817276,2559,move_right,340.5,292.5,dx=15.5px
2026-02-26T22:05:12.106131,2560,smile,330.0,294.5,
2026-02-26T22:05:15.036909,2570,blink,329.5,292.0,
2026-02-26T22:05:15.345097,2571,smile,329.5,292.5,
2026-02-26T22:05:19.690603,2583,move_left,285.5,256.0,dx=-23.5px
2026-02-26T22:05:20.729437,2586,move_right,321.0,322.5,dx=55.0px
2026-02-26T22:05:20.729696,2586,move_down,321.0,322.5,dy=70.5px
2026-02-26T22:05:37.188223,2704,move_down,332.5,391.5,dy=22.0px
2026-02-26T22:05:39.583390,2714,move_down,340.0,404.0,dy=24.0px
2026-02-26T22:05:42.312239,2722,move_left,285.0,399.5,dx=-52.5px
2026-02-26T22:05:43.669197,2727,move_right,326.5,394.0,dx=41.5px
2026-02-26T22:05:45.347466,2732,move_right,369.0,398.5,dx=24.5px
2026-02-26T22:05:46.026481,2735,move_left,361.5,379.5,dx=-18.5px
2026-02-26T22:05:47.788909,2740,move_down,346.0,406.0,dy=23.5px
2026-02-26T22:05:55.579884,2762,move_down,320.0,398.0,dy=17.5px
2026-02-26T22:05:56.881928,2766,move_up,307.0,360.0,dy=-38.0px
2026-02-26T22:05:57.548404,2768,move_right,332.0,383.0,dx=25.0px
2026-02-26T22:05:57.548899,2768,move_down,332.0,383.0,dy=23.0px
2026-02-26T22:05:59.893813,2773,move_right,339.0,375.5,dx=21.5px
