timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-02-27T09:32:08.864719,137,blink,299.0,306.5,
2026-02-27T09:32:08.864919,137,move_right,299.0,306.5,dx=163.0px
2026-02-27T09:32:16.832951,240,move_left,117.0,258.5,dx=-182.0px
2026-02-27T09:32:16.833310,240,move_up,117.0,258.5,dy=-48.0px
2026-02-27T09:32:18.609476,246,blink,134.5,260.0,
2026-02-27T09:32:18.911900,247,move_right,193.0,261.0,dx=58.5px
2026-02-27T09:32:20.630559,253,move_left,164.5,257.0,dx=-25.0px
2026-02-27T09:32:23.235919,262,move_right,174.0,259.0,dx=57.0px
2026-02-27T09:32:25.012787,268,move_left,147.0,258.0,dx=-24.0px
2026-02-27T09:32:27.284115,283,move_right,229.0,282.5,dx=120.0px
2026-02-27T09:32:27.284431,283,move_down,229.0,282.5,dy=26.0px
2026-02-27T09:32:27.609911,284,smile,245.5,286.5,
2026-02-27T09:32:28.212121,286,move_up,243.0,263.0,dy=-23.5px
