timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-02-26T22:24:06.506712,43,blink,336.0,344.0,
2026-02-26T22:24:12.754277,101,move_left,326.0,339.0,dx=-20.5px
2026-02-26T22:24:17.283004,171,move_left,131.5,325.5,dx=-194.5px
2026-02-26T22:24:18.602798,178,move_right,246.5,334.0,dx=67.0px
2026-02-26T22:24:22.628548,200,move_left,248.5,329.0,dx=-26.0px
2026-02-26T22:24:38.820147,429,move_left,108.0,337.0,dx=-39.0px
2026-02-26T22:24:40.294825,437,move_right,308.0,333.5,dx=200.0px
2026-02-26T22:24:41.964963,463,move_right,370.5,332.5,dx=31.5px
