timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-02-27T09:07:01.052530,586,blink,105.0,272.0,
2026-02-27T09:07:02.245773,590,move_right,143.0,274.0,dx=16.0px
2026-02-27T09:07:13.072245,875,move_right,535.5,288.0,dx=79.0px
2026-02-27T09:07:13.985011,878,move_left,519.5,285.0,dx=-16.0px
2026-02-27T09:07:16.099297,885,move_right,514.5,287.0,dx=77.5px
2026-02-27T09:07:16.831729,895,move_right,536.0,287.5,dx=25.0px
2026-02-27T09:07:17.780508,898,blink,528.0,285.0,
2026-02-27T09:07:18.704935,901,move_left,480.5,286.5,dx=-28.5px
2026-02-27T09:07:20.694389,945,move_right,537.0,288.0,dx=97.0px
2026-02-27T09:07:21.871017,949,move_left,514.5,285.0,dx=-22.0px
2026-02-27T09:07:24.055366,956,move_right,275.0,284.5,dx=82.0px
2026-02-27T09:07:24.593985,957,blink,298.5,284.5,
2026-02-27T09:07:25.514597,960,move_left,325.5,284.0,dx=-118.5px
2026-02-27T09:07:27.000673,965,move_right,198.5,280.5,dx=94.5px
2026-02-27T09:07:29.108363,989,blink,106.0,277.5,
2026-02-27T09:07:29.108594,989,move_left,106.0,277.5,dx=-272.5px
2026-02-27T09:07:30.598237,994,move_right,171.0,280.0,dx=56.5px
2026-02-27T09:07:31.185419,996,move_left,130.0,277.0,dx=-42.0px
