timestamp,frame_number,activity_type,face_center_x,face_center_y,details
2026-06-12T17:49:15.976043,284,move_right,202.0,345.0,dx=45.0px
2026-06-12T17:49:17.162785,292,move_right,289.5,351.5,dx=87.5px
2026-06-12T17:49:18.692857,300,move_right,382.0,346.5,dx=39.5px
2026-06-12T17:49:20.316063,316,move_left,398.0,345.5,dx=-41.5px
2026-06-12T17:49:23.271737,376,move_up,195.5,242.0,dy=-101.5px
2026-06-12T17:49:24.044236,380,move_right,228.0,254.0,dx=32.5px
2026-06-12T17:49:25.594026,388,move_right,307.0,262.0,dx=29.5px
2026-06-12T17:49:27.155314,396,move_right,392.0,267.5,dx=41.0px
2026-06-12T17:49:28.003066,400,smile,390.0,268.0,
2026-06-12T17:49:29.552485,408,move_left,303.5,263.5,dx=-80.5px
2026-06-12T17:49:30.328185,412,smile,175.0,241.5,
2026-06-12T17:49:30.328345,412,move_up,175.0,241.5,dy=-22.0px
2026-06-12T17:49:31.016031,424,smile,227.0,257.0,
2026-06-12T17:49:31.016175,424,move_right,227.0,257.0,dx=52.0px
